image,text
data/processed/books/Screenshot 2026-07-23 234049.png,معاذ بھاگا ہوا آیا اور اپنے کمرے میں کھس گیا۔۔۔ نامند اس کی اس رکات پر مسکرانی زہنی نے بھیٹے رہنے کا اشارہ کیا اور خود معاذ کے کمرے کی طرف پلی دی۔۔۔ 13۔ ساہل معاذ بیڈ پر اونڈے میں لیا گیا تھا۔۔۔ یہ کیا رکات ہوئی معاذ جب بھی زہنی آتی ہے تم ایسی رکھتیں کرنے لگ جاتے ہو۔۔۔ بیٹا وہ چھوٹی ہے آپ سے۔۔۔ اس پاس کوئی ہم عمر نہیں اس لیے آپ کے ساتھ کھیلے آجاتی ہے۔۔۔ اور تم ہو کلہ فٹ کرنا تو دور کی بات مجھے سے بھی بات کرے تو آپ کو ہر اگلنا ہے۔۔۔۔ کیوں کرتے ہیں آپ ایسا۔۔۔۔ ہاں اُسے دیکھتے ہی مجھے بایا یا د آجاتے ہیں۔۔۔۔ کیے انسوں نے کشمیری آزادی کے لیے اپنی جان دے دی۔۔۔۔ ہیں تو بایا کا آزخی نامن مل نہیں پیا یا دی۔۔۔۔ اور آپ کہتی ہیں میں ایک خدا رہوں ہو اپنی مان سٹیں دھجتی کا مہاٹلہ نہیں، ہیں کیے اس کی بیٹی کو دوست مانوں پاتیں مان۔۔۔۔
data/processed/books/Screenshot 2026-07-23 234218.png,مشہیے یہ ایم (صہ اول) - عنایت اللہ اس ناول میں مصنف نے نالد بن اولید اور ان کے تمام ہم عصر سالاروں کو عام انسانوں کے رویں میں پیش کیا گیا ہے۔ انہیں آسمان سے اثرے ہوئے سپوٹس میں بنایا نہ ان سے ایے مجبورے کرائے ہیں کہ انہوں نے تعزہ لگایا اور دشمن دم دباکر بھاگ گیا۔ یہ داستان جاری روایات کا مجموعہ ہے آج جب کہ تفریحی اور اخالق سوز کہانیوں نے مسلمانوں کی اولاد کو پڑھی سے اتر دیا ہے۔ اس میں کمائی کی تمام تر دکھپیچیاں موجود ہیں اور یہ جاری نارخی ہے۔ اور یہ جاری روایت ہے۔
data/processed/books/Screenshot 2026-07-23 234227.png,غالبہ کو اچر ہر بس بعدہ وہ وقت کل کی بات کی طرح یاد آرا تھا۔ اسے پہنچنے تھا کہ مسلمانوں کو اہل قریب شیکل کر رکھ دیں گے لیکن مسلمان بس طرح جانبیں قربان کر رہے تھے۔ اس نے غالبہ کو پریشان کر دیا۔ یوں گلتا تھا جیسے مسلمان پیادوں سے قریبش کے گھوڑے بھی خوفزدہ ہیں۔ غالبہ نے اپنے گھوڑے کو اپنی الگائی اور اس خونزیہ عمر کے میں ابو سفیان کو تلاش کرتا اس تک پہنچا۔ “کیا ہم مسلمانوں کو فیصلہ کن شکست دینے کے قابل نہیں رہے ہیں۔”۔ غالبہ نے ابو سفیان سے کہا۔ “کیا قریبش کی مانے کے دودھ ناقص تھے کہ یہ ان مضی بھر مسلمانوں سے خوفزدہ ہوئے جارہے ہیں ہیں؟” “وہ کھوٹا غالہ!۔ ابو سفیان نے کہا۔”۔ تم اپنے سواروں کے پاس جاؤ۔ تمہاری قیادت کے بغیر وہ کھجر جانبیں گے۔ محمد اور اس کے ساتھیوں پر حمد کرنے کے لیے میں پیادے بھیج رہا ہوں۔
data/processed/books/Screenshot 2026-07-23 234248.png,پاکٹھوں میں سرخ گلاں لئے ایک شہر ادی، سراپا ااصطراب ایک شہر ادی کے مقابلے بلوہ افروز ہے۔ گھر جگے کی آواز آتی اور شاروں سے بنا ہلوں خن و ناٹاٹا کی ناہند کھڑا گیا مٹھڑا ہے۔ کا قائدہ ہوا اور وعدے رزق ہوا! اب شہر ادی تہنا ہے اور ہونے کی جھوڑی کا اندھا کھناں جس کے گردھوٹے گھوٹے اُس کے پاؤں پٹھر کے اور آکھیں پائی کی ہوچکی ہیں! گلے پینے شہر ادی نے اپنے اندر کی لڑکی کے مکٹھٹ ہونے کی دعا کی تھی جس کے ہواں میں اُسے شہر بہار در کا اسم عطا کیا گیا۔ شہر بہار در جس کا کوئی دروازہ باہر کی طرف نہیں حکمت۔ سب دروازے اندر کی طرف حکمت ہیں۔ اور جہاں سے والیہ کا کوئی راہتہ نہیں، اب جنگل کی رات ہے اور میہیڑے ہر جا اس کے نظیر ہیں! تعلق کے پڑاان کی گری سے بھلے گئے مافی کھنے ہے۔
data/processed/handwritten/Fig3_4.png,Mill 10th 1949 کہ دور میں مختلف ایک بریس یا کتنا کے صحیح میں یا تھا۔ جس کے حالت انقرہ ہیں NWFP سے مسلمان کے مریض کو دی ہیں اخبار تکلیف ہے۔ ذیلی آڑا اور نویز مافہ ابعاد میں دھما کر منتقل ہو گیا فا۔ جبکہ دوسری جگہوں سے چھنے والے اخبارات ڈان جھٹھا اور انکار تھا یا اپنے اپنے اپنے کا معاہدہ بادہ اچھا ہیں جبکہ واپس 1949 کا دور میں اپنے اپنے اپنے کا معاہدہ بادہ اچھا ہیں جبکہ واپس اس وقت ہر بعد سے بلاو اسطہ لئنٹر ہو تھا۔ جبکہ نے ایشینہ اہم میں جیسے طوالنی میں سینٹن 1948 میں ہم کیا ہیں اور راویٹنڈی میں نامن میں ہوا ہیں حیدر آ باد میں 1951 میں ہم کوشد 1956 میں دوسرا راویٹنڈی ایشینہ 1950 میں ہم تھا ہو 80۔90 کہ دیکھیں میں اپنے اپنے اپنے کا معاہدہ بادہ اچھا ہیں۔
data/processed/handwritten/Fig3_5.png,1947 امک دو درم مشکل امک برس کانان ک صحت می تایا تھا۔ جنس کی حالت لگفتہ ہی غم NWFP سالان کی کم فن دومی اخبار تلکھ تھے۔ ذیل آزاد اور نسوز مانگ بعد می دھاہک منتقل ہوگا تھا۔ جھک دو سری جھگوں سے جھجھے وہا اس اخبارات ڈان ، جنگل اور اخبار تھا۔ اہم اطلس میز کا معیار زبادہ اچھا بین تھا۔ 1941 1947 امک بہلا سرڈ کا سنگل سٹم ، کانان کا دل رکشہ ہاہر ہو۔ اس وفت بھار تے ساہل اسے نثر ہوا تھا۔ کچھ جنس انشکل بعد میں جیسے راو لینڈی سٹم 1948 میں ، مرکچ اور راولینڈی میں
data/processed/handwritten/Fig3_7.png,1947 که دور من همشکل ایل بریس پاستان که جمع می‌ایا. حبس کی دلت ناقد به قیق - 1948 سه مسلمان که صوفی اخبار تکلیف قیق - ذیلی کرد اور نوز مانگ بعد می‌دیم که منفعل بچیبی قیا. حبک دموعی بچیبی و اهل اخبارت ذان دیکه ادر اهل قیا. - نایم انگلستان بیسپریکا معیار زیاد اچیبیبی قیا. 1947 که پیلا رکا شکست ستمی - پاستان که پوریشن قیا بود. اوس وقت بی‌هیارت سه بالواسط پروفیا. - که نغ ایشیست ریدرس بیسپریکا رادالینزی سیشن 1948 به می‌رکا افر رادالینزی می‌توان چو اید می‌دیرا بلیک می‌بین 1951 به می‌کنید 1956 به می‌روحا رادالینزی ایشیست 1950 به می‌ناقم چو. 80 کی دیاپ می‌بین اچی به اپنی نشریات شروع کنیم.
data/processed/handwritten/Fig3_8.png,1947 كـ (درين منفصـل) لكـ بـ رسـلـن بـ لـسـان ـ لـجـهـسـيـن بـ آيـا فـا حـسـى حـالـت بـ نـكـفـتـبـقـى NWFP هـنا بـ نـكـفـتـبـقـى. دليـل بـ ازدـ اورغـوزـانـكـبـلـدـيـنـدـهـالـدـنـفـقـى بـوغـا فـا. جـدد بـ دـسـرى جـهـبـونـ سـجـفـيـنـ رالــدـ اـهـبـارـتـ ذـانـ، جـبـد بـ ازـايـاـكـلـقـى تـاـمـبـاـنـغـدـسـيـنـبـيـرزـاـهـجـمـارـزـيـادـهـاـاـبـيـنـنـ فـا. 1947 لـو بـيـدـبـرادـدـهـالـدـنـفـقـى. بـاـلسـانـدـاـبـرولـيـنـنـ فـاـمـتـبـوغـا. ــسـنـوقت بـيـعـاـربـت سـبـالـوسـطـلـنـفـرـبـراغـا. ــكـلـيـنـسـتـ اسـطـلـنـنـدـيـنـجـيـسـهـرالـرلـيـنـذـىـاسـطـلـنـنـ1948، ــمـيـنـالـرلـيـنـاردـ رالـرلـيـنـمـيـنـاـتـمـبـازـالـديـنـهـبـرـاـدـاـديـنـ1951، ــمـيـنـكـرنـدـ 1956 ــمـيـنـجـبـرـاـرالـرلـيـنـذـىـاسـطـلـنـنـ1956ـمـيـنـاـتـمـبـغـوـاـ 90 ــكـلـيـنـدـيـنـاـبـفـاـاـبـمـتـبـالـنـفـرـبـاـنـتـبـرـغـيـنـ
data/processed/handwritten/Fig3_9.png,1947 سے آخر میں مشغول آتی ہیں۔ بڑی بائکستان کے حکم میں آتا ہے۔ جیسا کی حالت، ناگہیہ ہیں۔ سوالات سے عمر دو جیسے اخبار ملکے تھے۔ دلیلی از رادار نئور مارگلنگ، عدیم دھمار مستقل سورہیا تھا۔ محمد دیکھ کچھ سے جمعہ والے اخبارات ڈالے، جگہ اور اخص تے۔ تاہم اگلے ہر سیر کا سمجھا جیسا میں تھا۔ 14 اسٹن 1947 کے دو سوال سوال کا سمجھ سکتا ہے۔ ایکستان کا رول روتین تھا۔ 1961۔ اس وقت، بی معاونت سے بالوا سطہ نشر ہوتا ہے۔ کچھ نے ایشین عدیم میں سے، رول روتین 1 اسٹن میں ہیں۔ میں، سردی اور رول روتین میں تھا۔ اہم ہیں جوہر جاد میں 1959 کے، کوئے شہدہ 19 میں، دوسرا رول روتین 1 اسٹن 1969 میں کوئے شہدہ 1۔ 80 کے، 90 کی دبائی میں ایف۔ ایک نے اپنی نشر بات شروع کیا۔
data/processed/handwritten/textbox_1_line_2_.png,مسیح عیسہ کے - میں عیسا نے سفرہ واپس کو اپنے گا۔
data/processed/handwritten/textbox_21_line_1_.png,ہوٹل کا عملہ بہت اچھا تھا۔ ہوٹل صاف تھا۔ ہوٹل کا کمرہ
data/processed/handwritten/textbox_21_line_2_.png,کھلا اور دوستن کھا۔ علمے کی مصافئ کا خاص خیال کھا۔
data/processed/handwritten/textbox_22_line_1_.png,بسم الله وہ دن عطے ملینے گروائیں گے۔ نیکے اس
data/processed/handwritten/textbox_22_line_2_.png,کے باوہ ہدہ صبرا گمرہ کسی اونے کو دہ کیا گیا۔
data/processed/handwritten/textbox_23_line_1_.png,ہو گل تیں مرسوں میں ہمایت نرماب ہے۔ صفائی کا کوئی۔
data/processed/handwritten/textbox_23_line_2_.png,‌شاید تب - ‌خو‌پلنی - ‌کمک‌شود تا
data/processed/handwritten/textbox_24_line_1_.png,تبدیل کی کھڑکی نہیں کھالیں۔ میچ کے وقت لگتیں
data/processed/handwritten/textbox_24_line_2_.png,نبیٰ آیت- ھو پلے کہے گھرے تھے ہیں۔
data/processed/handwritten/textbox_25_line_1_.png,عوایل صبح علیل سو چید نمکا۔ جس پل کے گلمے لو تن
data/processed/handwritten/textbox_25_line_2_.png,جبهه اول صبح غرق یا یک من -
data/processed/handwritten/textbox_26_line_1_.png,چو عیل سی صافی کا خاص نیال رکھا کیں ہے
data/processed/handwritten/textbox_26_line_3_.png,میری کو فنی سنجان تھی ہے۔ میں کھیل آؤں گا۔۔۔
data/processed/handwritten/textbox_27_line_1_.png,شاہر کے فوت جیسے کا اہلل دینا گئے۔ نیکلیں چاہئے ہیں۔
data/processed/handwritten/textbox_27_line_2_.png,كيف من أتى - سوف يل في غلط سميت -
data/processed/handwritten/textbox_28_line_1_.png,به علل صعب عکس تمام ضروریات خدا ندارد،
data/processed/handwritten/textbox_28_line_2_.png,من ... حقّ على سائط كابل اور اپنا ہے۔
data/processed/handwritten/textbox_29_line_1_.png,ہمہ اللہ کی بلبلے کے باتیں ہے۔ ہم اللہ کی گزر میں
data/processed/handwritten/textbox_29_line_2_.png,پایان کی سیر لرمش کو دود نہیں ہے۔
data/processed/handwritten/textbox_2_line_1_.png,ہوڑل کی فنے خو شکلہ ہے۔ ہوڑل کا ساتھوں
data/processed/handwritten/textbox_2_line_2_.png,دو سگه‌اړے۔ جہہ پل کے عالئم کو سنا نہ ہے۔
data/processed/handwritten/textbox_30_line_1_.png,ہو پل کا کھلا منرے کا تھا - ھمہیں صنعت میں چالے
data/processed/handwritten/textbox_30_line_2_.png,بسم الله علیہ وسلم کسی پہلا منگ سماف کی نہایت ہو سائز ہے۔
data/processed/handwritten/textbox_31_line_1_.png,بھے بل کا وائے دوں ہمے فے تیں کھا۔ صفا نے کا قو نے
data/processed/handwritten/textbox_31_line_2_.png,نیا یہ ہوں کا گیا ہے۔ لینٹ پست لیا ہے۔
data/processed/handwritten/textbox_32_line_1_.png,ہمہټل کا عملہ کو ساتھ ہے۔ ہمارا عثمان کاٹی سے
data/processed/handwritten/textbox_32_line_2_.png,گمرک کلی‌نفی را بیان کنید. همین معنی است چنان‌که گمرک کلی‌نفی را بیان کنید. همین معنی است چندان‌که
data/processed/handwritten/textbox_33_line_2_.png,لو پر <و ساتھیے - گمرے صاف اور لوستے ہیں۔
data/processed/handwritten/textbox_34_line_2_.png,محو علی کا سنا فہ اپنے ختیں ہے۔ نہیں جیسے انتظامہ
data/processed/handwritten/textbox_34_line_3_.png,گھوٹا یا - میں دہ بادہ اسے بھوٹے میں تھے توں گا۔
data/processed/handwritten/textbox_35_line_1_.png,مس نہ بھو ہیں مسہ دو گھروں کی بھائی گھوائی
data/processed/handwritten/textbox_35_line_2_.png,عوائل قمر مجمع مرغ مرغ ایک کھرد کھیا گیا۔
data/processed/handwritten/textbox_36_line_1_.png,جوڑیں > شگفت میں ہیں تو بجسورے ہے۔ جو پلے کے
data/processed/handwritten/textbox_36_line_2_.png,احکامہ کی ہر اے۔ ہو علی کا کھانے لفسزیں۔
data/processed/handwritten/textbox_37_line_1_.png,عوایل کا گھمان صفر۔۔ کا تھا۔ عوایل کا گھمان
data/processed/handwritten/textbox_37_line_2_.png,مسیر کی ہے۔ ہو پل کی مسائل خوب نکلے اے۔
data/processed/handwritten/textbox_38_line_1_.png,نحو اللہ کی پنا گئیں ہیں۔ ہو اللہ کی سکھوڑیں
data/processed/handwritten/textbox_38_line_2_.png,با نظارتی هست اچا پھر. عوایل کا گوئی عمدہ ہے۔
data/processed/handwritten/textbox_39_line_1_.png,ہو اہل کے سمجھو لیں رہنش کے مطابق قسم سے ہوں۔
data/processed/handwritten/textbox_3_line_1_.png,سوال کا سوال ف اور گلمہ نہاںیں اپنا اور دوساں
data/processed/handwritten/textbox_3_line_2_.png,ہے۔ جو اللہ کے گمرے سامانہ اور کھلا نہ منکرے کا ہے۔
data/processed/handwritten/textbox_4_line_1_.png,ہو ڈال کی ڈھڑکی نہیں کھلی۔ جو ڈال میں اپنے بیٹر
data/processed/handwritten/textbox_4_line_2_.png,عمره، عمره، عمره، عمره، عمره، عمره، عمره، عمره.
data/processed/handwritten/textbox_5_line_2_.png,ہم پال کے مگر کے آپ سے پلٹ جلسے میں گے۔
data/processed/handwritten/textbox_5_line_3_.png,ما هي خطابك لعبت في بلدك؟
data/processed/handwritten/textbox_6_line_1_.png,ہو علی کے وفاتوں پر گئے ہیں۔ ہو علی کی صفائی
data/processed/newspaper/559.png,جنرلائزڈ فنانس نے 10 ارب ڈالر کا اعلان، کانفرنس سے پہلے 57 کروڑ ڈالر کا اعلان
data/processed/newspaper/56.png,پاکستان نے معاشی اصلاحات کیلئے IMF سے مہلت مانگ لی، اسلام آباد ڈیفالٹ سے بچ جائے گا، بلوم برگ
data/processed/newspaper/560.png,جنرلائزڈ فنانس میں عالمی برادری نے سیلاب زدگان کیلئے بڑھ چڑھ کر امداد کا اعلان کیا: وزیر اعظم
data/processed/newspaper/561.png,آرمی چیف کی سعودی ولی عہد سے ملاقات، فوجی دفاعی تعاون مستحکم بنانے پر اتفاق
data/processed/newspaper/562.png,انٹرنلک خبر درست، اپوزیشن پر کیس بنے، پوری اپوزیشن کی رٹ پالیسی
data/processed/newspaper/563.png,پنجاب: اپیل کا حق متاثر، اپوزیشن رہنماؤں کے خلاف مقدمات کی بیان دیدیں
data/processed/newspaper/564.png,خطرہ ٹالنے کیلئے ملک بچائیں، جنرلائزڈ فنانس میں ایکشن کریں: شیخ رشید
data/processed/newspaper/565.png,عمران خان کو غزوہ بدر کی فتح پر مبارکقباری
data/processed/newspaper/566.png,حکومت بجٹ کی بھرمار کی دولت مند اشرافیہ کو پہنچا رہی ہے: عمران خان
data/processed/newspaper/567.png,ڈالر کی سمگلنگ کنٹرول نہ ہوئی تو یہ معیشت تباہی کی طرف چلی جائے گی: رانا
data/processed/newspaper/568.png,امریکہ پاکستان کیلئے 10 کروڑ ڈالر امدادی پیکج فراہم کرے گا، پاکستان کیلئے مزید 5 کروڑ ڈالر کا بھی اعلان کیا گیا
data/processed/newspaper/569.png,سعودیہ پاکستان میں 10 ارب ڈالر سرمایہ کاری کا اعلان
data/processed/newspaper/57.png,پاکستان کیلئے 10.57 ارب ڈالر جنرلائزڈ فنانس میں عالمی برادری کا بھرپور مدد کا اعلان، اسلامک بینک 4.2، ورلڈ بینک 2 ارب ڈالر دے گا
data/processed/newspaper/570.png,نواز شریف نواز 2 بننے کی کوشش نہ کریں، ورنہ بھی ایک ملک کا آئین نہیں چلتا
data/processed/newspaper/571.png,وزیراعظم کی ہدایت پر شفافیت کو یقینی بنانے کیلئے کمیٹی تشکیل
data/processed/newspaper/572.png,ایکشن لینے سے فیصلے کئے گئے ہیں، تو عدالت کا مقدر بھی کرے پوری
data/processed/newspaper/58.png,آرمی چیف کی سعودی ولی عہد سے ملاقات، فوجی دفاعی تعاون مستحکم بنانے پر اتفاق
data/processed/newspaper/59.png,جنرلائزڈ فنانس مشکل وقت میں پاکستان کے ساتھ کھڑے ہوں گے، عالمی رہنماؤں کی یقین دہانی
data/processed/newspaper/6.PNG,سیلاب، امراض اور آفات کی پیشگی اطلاع کا سسٹم نصب کریں گے، وزیراعظم پر ویز الٰہی
data/processed/newspaper/6.png,سیلاب، امراض اور آفات کی پیشگی اطلاع کا سسٹم نصب کریں گے، وزیراعظم پر ویز الٰہی
data/processed/newspaper/60.png,پرویز الٰہی اور برطانوی ہائی کمشنر کی عمران خان سے ملاقات
data/processed/newspaper/638.png,وزیراعلیٰ نے سرکاری چھٹی کے 48 گھنٹے بعد KP اسمبلی توڑ جائے گی
data/processed/newspaper/639.png,لاہور ہائیکورٹ کے توہین عدالت کیس، سپریم کورٹ نے سندھ کے خلاف توہین کیس میں اپیل دائر کر دی، آئین محفوظ رہے، آئین کی بحالی
data/processed/newspaper/640.png,PTI کو بڑا جھٹکا
data/processed/newspaper/641.png,ایکشن نہیں ہوگا، چیئرمین پیٹرولرز ایسوسی ایشن پریشان نہیں ہوں گے
data/processed/newspaper/642.png,عمر اور طیب نے کہا آباد مقبوضہ پلین کھول دیا، بلال بھٹو
data/processed/newspaper/643.png,ان لیگ میں لڑکر بڑی بھاگ سکتی ہے، آگے بڑھنے آئی ہے، دنیا
data/processed/newspaper/644.png,قومی اسمبلی کو الٰہی ہائیکورٹ نے توہین عدالت کیس پر ازخود نوٹس
data/processed/newspaper/645.png,کراچی پورٹ ٹرسٹ بینک کے سامنے خودکشی
data/processed/other/30.jpg,بسم اللہ چکن شاپ
data/processed/other/31.jpg,حاجی وی محمد سٹور (رجسٹرڈ) حسن آٹا — PROP
data/processed/other/32.jpg,PROP: حاجی محمد اشرف اعوان — آٹا، چینی، دالٹا
data/processed/other/33.jpg,وشیر بازار سے بارہ امانت خریدیں۔
data/processed/other/332.jpg,آکسفورڈ بکس اینڈ اسٹیشنری — پروپرائٹر نیاز خان یوسفزئی — 0345-9784960
data/processed/other/333.jpg,عدالت بینک برانچ، نواں کوٹ
data/processed/other/334.jpg,ایزی پیسہ — منی ٹرانسفر — بل ادائیگی — موبائل ریچارج — ایزی پیسہ موبائل اکاؤنٹ
data/processed/other/335.jpg,جدون بلڈرز — کنٹریکٹ بذریعہ اللہ تعالیٰ
data/processed/other/336.jpg,بینک مرزا ڈویژن، آباد
data/processed/other/34.jpg,الخیر پٹرولیم
data/processed/other/963.png,فرانس کو لگے سانحے کی مذمت، انسانی جانوں کے ضیاع پر دکھ کا اظہار، وزیراعظم شہباز شریف
data/processed/other/964.png,حکومت جسٹس (ر) جاوید اقبال پر جیلر بن کر اخراجات کا مقدمہ کرے گی، عمران
data/processed/other/965.png,اپوزیشن والوں کو بتا دو، دہشت پھیلا کر جلسہ نہیں روک سکتے، اپیل پر سماعت، عظمیٰ
data/processed/other/966.png,نواز شریف لندن روانہ، اسلام آباد ہائیکورٹ نے 3 کیسز میں ضمانت منظور کر لی
data/processed/other/967.png,بلوچستان ہائیکورٹ: پاکستان ہمارا گھر ہے، اس کی خودمختاری اور علاقائی سالمیت پر آنچ نہیں آنے دیں گے
data/processed/other/968.png,سپریم کورٹ: 20 نومبر تک کیس نہ بنا تو حکومت فیصلہ خود کرے، چیف جسٹس
data/processed/other/969.png,شاہد اقبال کی 7 سال سے بیٹھی لڑکی کو بھی گھر آگئی
data/processed/other/98.png,سرکٹ بیٹھا ہوا ہی ہر پارٹی انہیں عمران
data/processed/other/99.png,عمران خان کیخلاف توشہ خانہ ریفرنس کی سماعت، اہم پیشرفت، چیف جسٹس
data/processed/other/Screenshot 2026-07-23 233103.png,غیر سرکاری نتائج کے مطابق مرکز اور صوبہ خیبر پختونخوا میں تحریک انصاف نے میدان مار لیا۔ پنجاب میں نون لیگ آگے آگے ہے۔ صوبہ سندھ میں پیپلز پارٹی نے کامیابی حاصل کی۔ کراچی میں ملک دشمن ایم کیو ایم کا صفایا ہو گیا۔ بلوچستان میں ملا جلا رجحان ہے۔ یہ نتائج وہی ہیں جس کی بین الاقوامی میڈیا نے بھی پیشگوئی کی تھی۔ پاکستان میں بھی تجزیہ کار یہی کہہ رہے تھے کہ اصل مقابلہ تحریک انصاف اور نون لیگ میں ہوگا اور تحریک انصاف کا پلڑا بھاری رہے گا۔
data/processed/other/Screenshot 2026-07-23 233127.png,ا ب پ ت ٹ ث ج چ ح خ د ڈ ذ ر ز ژ س ش ص ض ط ظ ع غ ف ق ک گ ل م ن و ہ ھ ء ی ے
data/processed/other/handwritten_000004.png,بقا اسی نظریہ حیات کے فروغ پر منحصر ہے۔
data/processed/other/handwritten_000005.png,لیکن بدقسمتی سے پاکستان بننے کے بعد ہی اس کے اندر ایسے دشمن
data/processed/other/handwritten_000011.png,کے معرض وجود میں آنے سے پہلے مسلمانوں کے سیاسی دور کا آغاز
data/processed/other/printed_000002.png,اس کے ساتھ ملحقہ علاقے کے عوام نے بجلی و گیس
data/processed/other/printed_000003.png,نے بجلی و گیس کی لوڈشیڈنگ کے خلاف مظاہرہ کیا، مظاہرین نے
data/processed/other/printed_000004.png,نہیں آیا۔ آخر یہ کون سا مذہب ہے؟ کیا اسلام کے نام
data/processed/other/printed_000005.png,ضرور ہے۔ انہوں نے کہا کہ غیر احمدیوں سے کوئی
data/processed/other/textbox_1_line_1_.png,ہوٹل کا عملہ بہت دوستانہ ہے۔ عملے نے
data/processed/other/ظلمت_افزا.png,ظلمت افزا
data/processed/other/ظلمت_افشاں.png,ظلمت افشاں
data/processed/other/ظلمت_خانہ.png,ظلمت خانہ
data/processed/other/ظلمت_پرست.png,ظلمت پرست
data/processed/other/وےجمالی.png,وے جمالی
data/processed/other/وےریلوے.png,وے ریلوے
data/processed/other/وےڈےو.png,وے ڈےو
data/processed/signboards/21.jpg,مدینہ چکن شاپ، ہول سیل ڈیلر، پروپرائٹر شکیل خان
data/processed/signboards/22.jpg,مدینہ چکن شاپ، ہول سیل، ہمارے ہاں مرغی اور پولٹری ہول سیل ریٹ پر دستیاب ہے
data/processed/signboards/23.jpg,اریان چکن شاپ، شادی بیاہ و دیگر تقریبات پر خصوصی ڈسکاؤنٹ
data/processed/signboards/24.jpg,شیش محل ہوٹل، صاف ستھرے اور ہوا دار کمرے، اٹیچ باتھ روم، گھر جیسا ماحول، جنریٹر کی سہولت موجود ہے
data/processed/signboards/25.jpg,جمیل سنٹری سٹور
data/processed/signboards/26.jpg,یا اللہ، وقار، قاری جان جدون
data/processed/signboards/27.jpg,خواتین بیوٹی پارلر، کمیٹی دفتر
data/processed/signboards/28.jpg,جمیل سنٹری سٹور، پلمبرنگ کی سہولت موجود ہے
data/processed/signboards/36.jpg,کالج آف ٹیکنالوجی
data/processed/signboards/37.jpg,سیٹل سٹوڈیو، دوکان
data/processed/signboards/41.jpg,لندن / موبائل اینڈ ریپیئرنگ سنٹر
data/processed/signboards/42.jpg,ریپیئرنگ / سنٹر / احسان اینڈ سنز
data/processed/signboards/43.jpg,لندن موبائل اینڈ ریپیئرنگ سنٹر / ماشاءاللہ / نئی اسکیم اور اوڈ دستیاب ہے
data/processed/signboards/44.jpg,کوئٹہ نان / رحمت خان / کوئٹہ نان شاپ
data/processed/signboards/45.jpg,لیڈی ڈاکٹر / خورشید خٹک / ماہر امراض خواتین
data/processed/signboards/46.jpg,پاک / بسم اللہ / پراپرٹی ڈیلر
data/processed/signboards/48.jpg,فوٹو سٹیٹ
data/processed/signboards/49.jpg,لیڈی ڈاکٹر / پروفیسر خورشید خٹک / ماہر امراض خواتین
data/processed/signboards/50.jpg,مقدس صفحات / میدان الدین
data/processed/signboards/51.jpg,فوڈ ماسٹر
data/processed/signboards/52.jpg,دستیاب ہے
data/processed/signboards/53.jpg,دفتر ڈسٹرکٹ ڈائریکٹر محکمہ زراعت ایبٹ آباد
data/processed/signboards/54.jpg,عثمانیہ پراپرٹی
data/processed/signboards/55.jpg,سعد ووڈ ورکس / اللہ
data/processed/signboards/56.jpg,بابر بلڈنگ میٹریل / سامنے گلی میں تشریف لائیں
data/processed/signboards/57.jpg,بابر بلڈنگ میٹریل
data/processed/signboards/58.jpg,طالبات کیلئے خصوصی / آئی سلیکٹ کالج / البنات
data/processed/signboards/59.jpg,ریت / بجری / خاکہ / اینٹ کرش دستیاب ہے / رابطہ نمبر بابر
data/processed/signboards/60.jpg,راحت بیکرز اینڈ سویٹس
data/processed/signboards/61.jpg,جناح سپر سٹور
data/processed/signboards/68.jpg,فیکٹ آپٹکس، ناغہ بروز اتوار
data/processed/signboards/69.jpg,اللہ سے رابطہ شروع / دنیا سے رابطہ ختم / برائے مہربانی مسجد میں داخل ہوتے وقت اپنے موبائل آف کر دیں
data/processed/signboards/70.jpg,اللہ سے رابطہ شروع / دنیا سے رابطہ ختم / برائے مہربانی مسجد میں داخل ہوتے وقت اپنے موبائل آف کر دیں
data/processed/signboards/71.jpg,توشہ آخرت / چندہ برائے مسجد
data/processed/signboards/72.jpg,اللہ سے رابطہ شروع / دنیا سے رابطہ ختم / اپنا موبائل بند کر دیں
data/processed/signboards/73.jpg,حلوہ پوری، چنے، پراٹھا / انڈہ فرائی، آملیٹ / فرائز
data/processed/signboards/74.jpg,برگرز
data/processed/signboards/75.jpg,چکن شامی پلاؤ
data/processed/signboards/77.jpg,ماشاءاللہ / مدنیہ ڈیری / مالک شاپ
data/processed/signboards/78.jpg,رابطہ برائے پلیئر
data/processed/signboards/92.jpg,کراچی رحمن بریانی، مالک علی
data/processed/signboards/93.jpg,عقب عقیل ہسپتال، مدرسہ النساء، تعلیم القرآن الکریم، سکول کالج یونیورسٹی کی طالبات حدیث سیکھانے کے لیے آئیں
data/processed/signboards/94.jpg,آریان شاہ چکن شاپ، پروپرائٹر آفاق
data/processed/signboards/95.jpg,ماشاءاللہ، دولہا ہم سجائیں گے
data/processed/signboards/96.jpg,گلوبل بکس اینڈ تھیسز بائنڈنگ
data/processed/signboards/97.jpg,سلامی سنٹر، رحیم بوٹی سیلون اینڈ پلمبر ٹیلرنگ، شادی اور دیگر تقریبات پر خصوصی رعایت
data/processed/signboards/98.jpg,گلوبل بکس اینڈ تھیسز بائنڈنگ
data/processed/signboards/99.jpg,پلس سپورٹ ہیئر کٹنگ، صرف دس منٹ میں
